2906,345859007,2906,346115393
2906,347237898,2906,347446873
2906,348551808,2906,348753160
2906,349849968,2906,350045700
2906,351151845,2906,351361184
2906,352464231,2906,352674334
2906,353757336,2906,353904179
2906,354967846,2906,355108662
2906,356174149,2906,356281170
2906,357342341,2906,357476597
2906,358537585,2906,358665517
2906,359726512,2906,359868842
2906,360947646,2906,361066674
2906,362136110,2906,362221239
2906,363282215,2906,363425020
2906,364495845,2906,364611460
2906,365671858,2906,365791267
2906,366851512,2906,366985044
2906,368077585,2906,368314095
2906,369401232,2906,369684276
2906,370769143,2906,371043540
2906,372160655,2906,372409529
2906,373490611,2906,373744418
2906,374817536,2906,375065357
2906,376159329,2906,376372140
2906,377435194,2906,377639307
2906,378700151,2906,378896951
2906,379964829,2906,380156007
2906,381216929,2906,381398291
2906,382459047,2906,382668719
2906,383736589,2906,383926574
2906,385011545,2906,385179581
2906,386240123,2906,386424236
2906,387491321,2906,387681638
2906,388766323,2906,388931283
2906,389991429,2906,390168125
2906,391228161,2906,391400757
2906,392477960,2906,392661639
2906,393721589,2906,394015141
2906,395105025,2906,395370163
2906,396481071,2906,396742481
2906,397838551,2906,398123754
2906,399208424,2906,399486511
2906,400590784,2906,400819507
2906,401894803,2906,402124758
2906,403193441,2906,403435017
2906,404530650,2906,404704191
2906,405765561,2906,405966156
2906,407027200,2906,407237922
2906,408324902,2906,408520507
2906,409581708,2906,409850782
2906,410931680,2906,411218368
2906,412339104,2906,412595455
2906,413680118,2906,413974810
2906,415054687,2906,415306001
2906,416402522,2906,416638700
2906,417702042,2906,417905731
2906,418966880,2906,419189964
2906,420282627,2906,420477773
2906,421538977,2906,421734173
2906,422795301,2906,423010447
2906,424095085,2906,424297441
2906,425357755,2906,425539423
2906,426606576,2906,426820496
2906,427880689,2906,428059887
2906,429120166,2906,429294855
2906,430355147,2906,430531202
2906,431591480,2906,431760235
2906,432853051,2906,433009719
2906,434070867,2906,434285549
2906,435386689,2906,435638299
2906,436762009,2906,436987988
2906,438082484,2906,438311500
2906,439407340,2906,439660217
2906,440773966,2906,441004366
2906,442082752,2906,442272427
2906,443345876,2906,443543918
2906,444634348,2906,444836107
2906,445899139,2906,446053760
2906,447114690,2906,447275351
2906,448340921,2906,448479024
2906,449539707,2906,449697472
2906,450758155,2906,450929413
2906,451990136,2906,452170672
2906,453232049,2906,453399490
2906,454460367,2906,454623158
2906,455683221,2906,455836919
2906,456914253,2906,457060040
2906,458119970,2906,458280485
2906,459340305,2906,459596402
2906,460712101,2906,460941097
2906,462027567,2906,462253866
2906,463335030,2906,463588804
2906,464691444,2906,464925267
2906,465998680,2906,466184435
2906,467253418,2906,467439290
2906,468520676,2906,468682944
2906,469744160,2906,469904837
2906,470965646,2906,471148551
2906,472213457,2906,472336564
2906,473397263,2906,473555404
2906,474615506,2906,474776323
2906,475836879,2906,475997730
2906,477093847,2906,477250195
2906,478311040,2906,478483702
2906,479544271,2906,479707629
2906,480785255,2906,480943993
2906,482004479,2906,482170204
2906,483230931,2906,483395032
2906,484463905,2906,484713835
2906,485803439,2906,486027265
2906,487113679,2906,487367873
2906,488481218,2906,488722994
2906,489809255,2906,490058305
2906,491131375,2906,491359731
2906,492446898,2906,492663018
2906,493726240,2906,493904962
2906,494966151,2906,495161274
2906,496224040,2906,496388464
2906,497449707,2906,497616948
2906,498677711,2906,498873413
2906,499934309,2906,500118464
2906,501179306,2906,501344678
2906,502405494,2906,502591439
2906,503652304,2906,503832903
2906,504918479,2906,505076940
2906,506138107,2906,506291171
2906,507351340,2906,507527585
2906,508596618,2906,508761013
2906,509821172,2906,510083779
2906,511179010,2906,511420227
2906,512554541,2906,512792631
2906,513880572,2906,514139615
2906,515228842,2906,515452428
2906,516557926,2906,516740481
2906,517814414,2906,517990856
2906,519054082,2906,519208513
2906,520278729,2906,520411259
2906,521472299,2906,521604799
2906,522665732,2906,522823296
2906,523884113,2906,524019206
2906,525079756,2906,525231743
2906,526292076,2906,526421606
2906,527482529,2906,527619559
2906,528704633,2906,528827533
2906,529888546,2906,530037626
2906,531097989,2906,531231013
2906,532322133,2906,532445280
2906,533505622,2906,533624275
2906,534684418,2906,534895284
2906,535996671,2906,536241538
2906,537331235,2906,537546564
2906,538647971,2906,538873475
2906,539963425,2906,540204501
2906,541296062,2906,541482150
2906,542560353,2906,542751102
2906,543830079,2906,543999063
2906,545111834,2906,545229027
2906,546296007,2906,546417640
2906,547477447,2906,547609417
2906,548692980,2906,548805467
2906,549866403,2906,549998797
2906,551059583,2906,551178509
2906,552271103,2906,552377366
2906,553438245,2906,553556272
2906,554616642,2906,554748922
2906,555808675,2906,555920098
2906,556996664,2906,557114027
2906,558173893,2906,558298150
2906,559357926,2906,559556118
2906,560650639,2906,560832147
2906,561913277,2906,562120346
2906,563201499,2906,563414611
2906,564524382,2906,564725938
2906,565799257,2906,565969876
2906,567039082,2906,567212447
2906,568298917,2906,568454898
2906,569517755,2906,569639038
2906,570699917,2906,570833798
2906,571911431,2906,572042998
2906,573104118,2906,573223931
2906,574284740,2906,574416767
2906,575477487,2906,575605577
2906,576691010,2906,576805767
2906,577866453,2906,578004553
2906,579065186,2906,579191886
2906,580269263,2906,580397066
2906,581457179,2906,581573795
2906,582633548,2906,582772645
2906,583832518,2906,584039330
2906,585123804,2906,585330129
2906,586415703,2906,586646283
2906,587731120,2906,587958389
2906,589060696,2906,589286989
2906,590366609,2906,590548911
2906,591623834,2906,591797306
2906,592883556,2906,593048250
2906,594111107,2906,594246257
2906,595307263,2906,595455947
2906,596517667,2906,596660871
2906,597721663,2906,597863977
2906,598924620,2906,599078198
2906,600142337,2906,600271571
2906,601332330,2906,601473067
2906,602533344,2906,602698321
2906,603758214,2906,603908842
2906,604993605,2906,605134776
2906,606194698,2906,606331572
2906,607391468,2906,607541956
2906,608610845,2906,608784437
2906,609876030,2906,610073926
2906,611162022,2906,611388002
2906,612518153,2906,612733536
2906,613828293,2906,614015395
2906,615093771,2906,615275716
2906,616377530,2906,616544315
2906,617607298,2906,617751012
2906,618812091,2906,618951518
2906,620021051,2906,620145855
2906,621206788,2906,621343875
2906,622411655,2906,622544881
2906,623605558,2906,623739958
2906,624824822,2906,624951032
2906,626011828,2906,626142251
2906,627202381,2906,627333864
2906,628402934,2906,628504224
2906,629564046,2906,629689323
2906,630749296,2906,630884497
2906,631944266,2906,632070780
2906,633160966,2906,633313884
2906,634407627,2906,634616156
2906,635713083,2906,635936860
2906,637065188,2906,637235349
2906,638325253,2906,638558069
2906,639638412,2906,639799857
2906,640898360,2906,641076505
2906,642156532,2906,642327290
2906,643390130,2906,643515137
2906,644591493,2906,644702676
2906,645763769,2906,645908869
2906,646969709,2906,647104566
2906,648197040,2906,648333884
2906,649394573,2906,649521943
2906,650582576,2906,650722920
2906,651783359,2906,651903026
2906,652979803,2906,653092856
2906,654153135,2906,654269418
2906,655336498,2906,655475678
2906,656544451,2906,656684968
2906,657745147,2906,657954217
2906,659042637,2906,659246203
2906,660356373,2906,660562349
2906,661643582,2906,661847178
2906,662931525,2906,663146064
2906,664236814,2906,664401346
2906,665470659,2906,665630020
2906,666698890,2906,666857154
2906,667919920,2906,668055257
2906,669116543,2906,669239967
2906,670300866,2906,670432920
2906,671493619,2906,671620520
2906,672705643,2906,672833996
2906,673894866,2906,674036956
2906,675097156,2906,675231079
2906,676315896,2906,676444463
2906,677504499,2906,677652353
2906,678712229,2906,678847583
2906,679907562,2906,680049443
2906,681134536,2906,681266363
2906,682327843,2906,682544185
2906,683631295,2906,683832741
2906,684949809,2906,685161251
2906,686247301,2906,686457851
2906,687546108,2906,687785927
2906,688889301,2906,689060953
2906,690129982,2906,690301610
2906,691370200,2906,691533398
2906,692621185,2906,692753068
2906,693814125,2906,693955492
2906,695016265,2906,695164762
2906,696227469,2906,696369009
2906,697429792,2906,697563112
2906,698623888,2906,698777403
2906,699838045,2906,699978226
2906,701063133,2906,701205157
2906,702265419,2906,702410060
2906,703469902,2906,703625924
2906,704694810,2906,704839304
2906,705899240,2906,706037247
2906,707097106,2906,707285165
2906,708369735,2906,708560240
2906,709662314,2906,709859556
2906,710952170,2906,711168676
2906,712288314,2906,712514440
2906,713589083,2906,713754257
2906,714823557,2906,715000935
2906,716104083,2906,716279731
2906,717349550,2906,717495551
2906,718556848,2906,718698081
2906,719759111,2906,719886194
2906,720964564,2906,721105732
2906,722166688,2906,722300942
2906,723361937,2906,723500968
2906,724600135,2906,724726832
2906,725793985,2906,725926035
2906,726986032,2906,727121999
2906,728184715,2906,728318892
2906,729378948,2906,729518212
2906,730585281,2906,730737839
2906,731804861,2906,732036741
2906,733136302,2906,733364688
2906,734461998,2906,734683881
2906,735788955,2906,736023375
2906,737119552,2906,737339258
2906,738436032,2906,738632000
2906,739712874,2906,739894745
2906,740984989,2906,741146557
2906,742226204,2906,742339107
2906,743400116,2906,743523663
2906,744606860,2906,744724916
2906,745801459,2906,745929993
2906,746990872,2906,747127533
2906,748213596,2906,748328869
2906,749389669,2906,749508462
2906,750569105,2906,750707509
2906,751774625,2906,751898825
2906,752975478,2906,753080321
2906,754140344,2906,754262388
2906,755322304,2906,755459294
2906,756528101,2906,756735627
2906,757832340,2906,758045583
2906,759127679,2906,759333385
2906,760444823,2906,760628211
2906,761701741,2906,761883609
2906,762952919,2906,763120193
2906,764206747,2906,764371888
2906,765434681,2906,765564717
2906,766625550,2906,766771541
2906,767832277,2906,767960514
2906,769045250,2906,769171957
2906,770232550,2906,770348380
2906,771408956,2906,771537316
2906,772622663,2906,772734930
2906,773795619,2906,773930143
2906,774990876,2906,775131690
2906,776215937,2906,776358484
2906,777418573,2906,777537434
2906,778597416,2906,778733803
2906,779793509,2906,779921693
2906,781005533,2906,781211692
2906,782316252,2906,782548862
2906,783638903,2906,783862849
2906,784984833,2906,785195099
2906,786279086,2906,786517562
2906,787595959,2906,787788004
2906,788893475,2906,789059496
2906,790128356,2906,790294530
2906,791381197,2906,791535411
2906,792605501,2906,792726847
2906,793787647,2906,793929984
2906,794990667,2906,795144641
2906,796237468,2906,796395562
2906,797456388,2906,797591722
2906,798652511,2906,798802682
2906,799862675,2906,800035880
2906,801096449,2906,801242937
2906,802303923,2906,802439260
2906,803500136,2906,803634190
2906,804718887,2906,804852631
2906,805913394,2906,806105769
2906,807204199,2906,807417919
2906,808552454,2906,808766786
2906,809856653,2906,810065259
2906,811149169,2906,811354174
2906,812462552,2906,812630933
2906,813710349,2906,813864864
2906,814940327,2906,815114981
2906,816182798,2906,816292768
2906,817353750,2906,817487794
2906,818548110,2906,818684790
2906,819745427,2906,819877320
