32,53688.316527
32,55641.851658
32,55459.191736
32,55585.401325
32,53572.571700
32,54722.742594
32,54642.258287
32,55476.842918
32,54889.288831
32,55529.380539
32,53602.577479
32,52307.179053
32,53542.122447
32,56854.295086
32,54794.279185
32,55014.932976
32,55846.635181
32,54732.161483
32,53497.264411
32,54858.601990
32,54877.504016
32,55222.977962
32,53930.653259
32,55979.738446
32,54608.694204
32,54464.969148
32,54329.912888
32,57139.955312
32,55738.644269
32,52893.243166
32,54753.007438
32,55566.205813
