32,44842.810369
32,46093.463737
32,45920.900910
32,46987.052288
32,45562.192550
32,46629.921950
32,46169.545937
32,46307.378305
32,45888.759614
32,45942.841237
32,46070.048787
32,46519.829531
32,46794.551788
32,45527.516748
32,46806.214848
32,47008.960456
32,47018.948000
32,46581.051087
32,45795.505622
32,46906.421756
32,46576.604566
32,46459.004431
32,46106.703549
32,46365.442007
32,45471.427254
32,46323.253873
32,46297.028407
32,46030.168278
32,47020.327568
32,46555.701276
32,46363.680256
32,45423.288263
32,46484.769403
32,46466.538281
32,45586.562458
32,45754.980698
32,45296.882558
32,45550.804521
32,45869.933929
32,45610.662029
32,46392.730476
32,46863.360610
32,47532.697733
32,47032.008378
32,48415.210661
32,47897.941544
32,46172.999343
32,45831.575124
32,46468.814812
32,45363.374876
32,45553.545113
32,46679.495548
32,47361.779542
32,47149.183138
32,46249.979597
32,46066.129409
32,47140.996866
32,46262.604963
32,46915.162539
32,46763.182932
32,45863.598271
32,46344.295288
32,46584.073365
32,46563.741716
