83,12885.324464
83,8424.923285
83,19519.325889
83,26283.061932
83,26053.185706
83,13475.988614
83,16017.546249
83,28320.514417
83,18926.993706
83,18624.459681
83,3895.371767
83,23897.214248
83,9386.829858
83,9931.078453
83,14349.176736
83,34797.283311
83,77037.790561
83,64433.945812
83,74862.876362
83,81275.491383
83,70360.009320
83,62043.417680
83,73230.534843
83,84659.222016
83,80239.010913
83,67073.744616
83,70416.199215
83,80471.363547
83,73992.437954
83,63069.253010
83,74760.336278
83,82649.083619
