129,41035.554464
129,40965.356603
128,40644.008674
128,40663.806125
128,40212.434005
128,40770.048141
128,40540.197694
128,40913.758661
128,40086.520247
128,40493.769817
128,40939.251661
128,41024.610573
128,41342.779936
128,41523.434152
128,41029.207092
128,40445.817450
128,40777.143818
128,41099.804917
128,40809.708568
128,41055.301792
128,40721.579370
128,40907.757728
128,40557.765754
128,40724.049524
128,40376.226501
128,40989.214677
128,41476.209116
128,41105.090153
128,40682.564724
128,41026.606844
128,41261.804118
128,40636.453648
